	run	hidden_size	nlayers	dropout	embedding_size	alpha	max_rank	shuffle_labels	shuffle_input	train_loss	dev_loss	test_loss	train_acc	dev_acc	test_acc	train_norm	dev_norm	test_norm	train_rank	dev_rank	test_rank	representation	model	language
39	39	369	4	0.29	98	1.2240535433046549	0	False	False	4.1646	4.1392	4.0926	0.1064	0.1071	0.1032	0.1403	0.1403	0.1403	57.0	57.0	57.0	onehot	linear	finnish
40	40	75	4	0.33	67	1.4768261459394991	0	False	False	4.1625	4.139	4.0924	0.1061	0.1068	0.1057	0.0784	0.0784	0.0784	33.0	33.0	33.0	onehot	linear	finnish
41	41	179	0	0.02	177	1.7817974362806772	0	False	False	4.1662	4.1392	4.0925	0.1054	0.1073	0.0984	0.3335	0.3335	0.3335	126.0	126.0	126.0	onehot	linear	finnish
42	42	442	4	0.19	159	2.1497466798413916	0	False	False	4.1648	4.1396	4.0928	0.107	0.1085	0.1039	0.301	0.301	0.301	116.0	116.0	116.0	onehot	linear	finnish
43	43	111	1	0.22	237	2.5936791093020197	0	False	False	4.1655	4.139	4.0924	0.1059	0.1105	0.1038	0.5273	0.5273	0.5273	185.0	185.0	185.0	onehot	linear	finnish
44	44	242	1	0.45	123	3.1292855968155457	0	False	False	4.1669	4.1391	4.0925	0.0943	0.0966	0.094	0.1981	0.1981	0.1981	79.0	79.0	79.0	onehot	linear	finnish
45	45	107	3	0.21	118	3.775497250726772	0	False	False	4.1635	4.1391	4.0925	0.099	0.0997	0.0954	0.1893	0.1893	0.1893	77.0	77.0	77.0	onehot	linear	finnish
46	46	150	2	0.2	70	4.555154539026766	0	False	False	4.1619	4.1391	4.0925	0.1003	0.1013	0.0994	0.0913	0.0913	0.0913	42.0	42.0	42.0	onehot	linear	finnish
47	47	38	1	0.2	128	5.495814589832351	0	False	False	4.1658	4.1394	4.0927	0.1082	0.1043	0.1083	0.2034	0.2034	0.2034	78.0	78.0	78.0	onehot	linear	finnish
48	48	248	1	0.49	92	6.6307252030723465	0	False	False	4.1663	4.1391	4.0925	0.1024	0.099	0.1014	0.1355	0.1355	0.1355	57.0	57.0	57.0	onehot	linear	finnish
49	49	670	0	0.45	89	8.0	0	False	False	4.1617	4.1394	4.0927	0.0958	0.0975	0.0957	0.1258	0.1258	0.1258	57.0	57.0	57.0	onehot	linear	finnish
0	0	776	0	0.15	212	0.0	1	False	False	3.835	4.0092	3.96	0.2535	0.177	0.1742	996.2457	996.2457	996.2457	212.0	212.0	212.0	random	linear	finnish
1	1	433	2	0.27	103	0.0009765625	0	False	False	4.0831	4.0665	4.016	0.1469	0.1386	0.1395	31.2538	31.2538	31.2538	98.0	98.0	98.0	random	linear	finnish
2	2	310	5	0.5	113	0.0011782270808598852	0	False	False	4.1044	4.0797	4.0325	0.143	0.1377	0.132	26.0429	26.0429	26.0429	108.0	108.0	108.0	random	linear	finnish
3	3	300	1	0.44	99	0.001421536311369323	0	False	False	4.1017	4.0805	4.033	0.1406	0.1388	0.1327	17.933	17.933	17.933	94.0	94.0	94.0	random	linear	finnish
4	4	1009	2	0.1	148	0.0017150900003645502	0	False	False	4.0976	4.0732	4.0225	0.1397	0.1415	0.1288	12.5817	12.5817	12.5817	131.0	131.0	131.0	random	linear	finnish
5	5	657	3	0.5	165	0.0020692638561704995	0	False	False	4.0937	4.0711	4.0227	0.1449	0.1418	0.1392	10.3926	10.3926	10.3926	153.0	153.0	153.0	random	linear	finnish
6	6	455	2	0.49	60	0.0024965762178914648	0	False	False	4.1152	4.0908	4.0446	0.1306	0.1343	0.1206	7.9809	7.9809	7.9809	57.0	57.0	57.0	random	linear	finnish
7	7	103	1	0.44	84	0.0030121305183748843	0	False	False	4.1267	4.1027	4.0558	0.1076	0.1062	0.1019	4.7445	4.7445	4.7445	77.0	77.0	77.0	random	linear	finnish
8	8	203	4	0.05	238	0.0036341491177818244	0	False	False	4.0975	4.0783	4.0245	0.1177	0.1078	0.1245	7.537	7.537	7.537	193.0	193.0	193.0	random	linear	finnish
9	9	150	4	0.02	122	0.004384617376208487	0	False	False	4.1116	4.0893	4.0364	0.1487	0.1479	0.1535	5.2135	5.2135	5.2135	93.0	93.0	93.0	random	linear	finnish
10	10	72	3	0.23	144	0.005290060730222237	0	False	False	4.1144	4.0894	4.043	0.1221	0.1121	0.1179	4.3872	4.3872	4.3872	113.0	113.0	113.0	random	linear	finnish
11	11	467	3	0.31	79	0.006382482239223045	0	False	False	4.1258	4.1037	4.0548	0.1096	0.1085	0.104	2.4384	2.4384	2.4384	61.0	61.0	61.0	random	linear	finnish
12	12	377	0	0.37	159	0.007700493739376463	0	False	False	4.1299	4.1037	4.0552	0.1467	0.1415	0.1416	3.1176	3.1176	3.1176	122.0	122.0	122.0	random	linear	finnish
13	13	436	2	0.25	154	0.009290680585958758	0	False	False	4.1358	4.1102	4.0619	0.1239	0.1173	0.1193	2.3233	2.3233	2.3233	110.0	110.0	110.0	random	linear	finnish
14	14	382	2	0.41	148	0.011209248221179687	0	False	False	4.1453	4.1204	4.0734	0.1006	0.0967	0.096	1.4745	1.4745	1.4745	108.0	108.0	108.0	random	linear	finnish
15	15	326	3	0.09	115	0.01352400876572098	0	False	False	4.1384	4.1143	4.0705	0.1005	0.0896	0.0974	1.0157	1.0157	1.0157	73.0	73.0	73.0	random	linear	finnish
16	16	326	2	0.02	124	0.01631677785042834	0	False	False	4.1551	4.13	4.0831	0.134	0.1404	0.1265	0.6728	0.6728	0.6728	77.0	77.0	77.0	random	linear	finnish
17	17	247	2	0.15	240	0.01968626640460739	0	False	False	4.1622	4.1389	4.0923	0.1168	0.11	0.114	0.5012	0.5012	0.5012	176.0	176.0	176.0	random	linear	finnish
18	18	179	1	0.01	50	0.02375156961170491	0	False	False	4.1637	4.1391	4.0925	0.1174	0.1231	0.1183	0.0535	0.0535	0.0535	23.0	23.0	23.0	random	linear	finnish
19	19	137	5	0.3	235	0.028656376350145975	0	False	False	4.1656	4.139	4.0924	0.1147	0.1179	0.1172	0.4731	0.4731	0.4731	169.0	169.0	169.0	random	linear	finnish
20	20	786	2	0.24	144	0.03457404790277603	0	False	False	4.1631	4.139	4.0924	0.1123	0.1193	0.1126	0.2311	0.2311	0.2311	92.0	92.0	92.0	random	linear	finnish
21	21	410	1	0.49	188	0.04171374544281356	0	False	False	4.1633	4.1389	4.0924	0.114	0.1077	0.1121	0.3432	0.3432	0.3432	130.0	130.0	130.0	random	linear	finnish
22	22	388	0	0.48	59	0.0503278228734142	0	False	False	4.1642	4.1391	4.0925	0.1175	0.1263	0.1129	0.0607	0.0607	0.0607	28.0	28.0	28.0	random	linear	finnish
23	23	38	2	0.4	176	0.06072074632210035	0	False	False	4.1656	4.1391	4.0925	0.1119	0.1143	0.1113	0.3141	0.3141	0.3141	119.0	119.0	119.0	random	linear	finnish
24	24	467	2	0.11	75	0.07325985555120318	0	False	False	4.1655	4.1392	4.0926	0.112	0.1108	0.1046	0.0951	0.0951	0.0951	42.0	42.0	42.0	random	linear	finnish
25	25	176	4	0.05	210	0.08838834764831845	0	False	False	4.1633	4.1392	4.0925	0.1141	0.109	0.109	0.4585	0.4585	0.4585	155.0	155.0	155.0	random	linear	finnish
26	26	57	4	0.0	85	0.10664094190766783	0	False	False	4.1628	4.1391	4.0925	0.1086	0.1075	0.1054	0.112	0.112	0.112	45.0	45.0	45.0	random	linear	finnish
27	27	968	3	0.22	102	0.12866277958043645	0	False	False	4.1662	4.1389	4.0924	0.1105	0.102	0.1054	0.1461	0.1461	0.1461	58.0	58.0	58.0	random	linear	finnish
28	28	268	4	0.37	225	0.15523222650918542	0	False	False	4.1611	4.1393	4.0926	0.103	0.0961	0.1013	0.5414	0.5414	0.5414	175.0	175.0	175.0	random	linear	finnish
29	29	270	0	0.04	187	0.1872883846095852	0	False	False	4.165	4.1391	4.0925	0.1072	0.1033	0.1023	0.3925	0.3925	0.3925	137.0	137.0	137.0	random	linear	finnish
30	30	596	0	0.43	195	0.22596428459777515	0	False	False	4.1632	4.1393	4.0926	0.1044	0.1085	0.1035	0.4259	0.4259	0.4259	148.0	148.0	148.0	random	linear	finnish
31	31	694	3	0.18	230	0.2726269331663144	0	False	False	4.164	4.139	4.0925	0.1044	0.1062	0.1012	0.5199	0.5199	0.5199	184.0	184.0	184.0	random	linear	finnish
32	32	837	4	0.09	187	0.32892563008340914	0	False	False	4.165	4.1391	4.0925	0.1117	0.1122	0.1093	0.3753	0.3753	0.3753	143.0	143.0	143.0	random	linear	finnish
33	33	487	0	0.14	112	0.3968502629920497	0	False	False	4.1611	4.1352	4.0898	0.1025	0.1042	0.1006	0.1749	0.1749	0.1749	69.0	69.0	69.0	random	linear	finnish
34	34	418	5	0.37	188	0.4788016403492869	0	False	False	4.1633	4.139	4.0924	0.1065	0.1035	0.1047	0.3544	0.3544	0.3544	134.0	134.0	134.0	random	linear	finnish
35	35	407	5	0.35000000000000003	94	0.577676348436136	0	False	False	4.1643	4.1389	4.0924	0.1083	0.1108	0.1052	0.1284	0.1284	0.1284	53.0	53.0	53.0	random	linear	finnish
36	36	657	2	0.11	182	0.6969691317244994	0	False	False	4.1641	4.1391	4.0925	0.1077	0.1027	0.0994	0.357	0.357	0.357	136.0	136.0	136.0	random	linear	finnish
37	37	442	1	0.41	215	0.8408964152537145	0	False	False	4.1641	4.1393	4.0926	0.1063	0.1077	0.0992	0.4405	0.4405	0.4405	167.0	167.0	167.0	random	linear	finnish
38	38	398	4	0.23	292	1.0145453349375229	0	False	False	4.1702	4.1458	4.097	0.0959	0.1021	0.0936	0.6777	0.6777	0.6777	242.0	242.0	242.0	random	linear	finnish
39	39	369	4	0.29	98	1.2240535433046549	0	False	False	4.1646	4.1392	4.0926	0.1044	0.1021	0.1021	0.1434	0.1434	0.1434	58.0	58.0	58.0	random	linear	finnish
40	40	75	4	0.33	67	1.4768261459394991	0	False	False	4.1625	4.139	4.0924	0.0982	0.0996	0.0983	0.078	0.078	0.078	33.0	33.0	33.0	random	linear	finnish
41	41	179	0	0.02	177	1.7817974362806772	0	False	False	4.1662	4.1392	4.0925	0.1049	0.1056	0.1076	0.3287	0.3287	0.3287	125.0	125.0	125.0	random	linear	finnish
42	42	442	4	0.19	159	2.1497466798413916	0	False	False	4.1648	4.1396	4.0928	0.1048	0.1018	0.1003	0.289	0.289	0.289	109.0	109.0	109.0	random	linear	finnish
43	43	111	1	0.22	237	2.5936791093020197	0	False	False	4.1655	4.139	4.0924	0.0999	0.0969	0.0975	0.5191	0.5191	0.5191	183.0	183.0	183.0	random	linear	finnish
44	44	242	1	0.45	123	3.1292855968155457	0	False	False	4.1669	4.1391	4.0925	0.1029	0.0998	0.1009	0.1974	0.1974	0.1974	81.0	81.0	81.0	random	linear	finnish
45	45	107	3	0.21	118	3.775497250726772	0	False	False	4.1635	4.1391	4.0925	0.1002	0.0978	0.096	0.1779	0.1779	0.1779	73.0	73.0	73.0	random	linear	finnish
46	46	150	2	0.2	70	4.555154539026766	0	False	False	4.1619	4.1391	4.0925	0.0971	0.0951	0.0962	0.0859	0.0859	0.0859	37.0	37.0	37.0	random	linear	finnish
47	47	38	1	0.2	128	5.495814589832351	0	False	False	4.1658	4.1394	4.0927	0.0959	0.0967	0.0924	0.2027	0.2027	0.2027	86.0	86.0	86.0	random	linear	finnish
48	48	248	1	0.49	92	6.6307252030723465	0	False	False	4.1663	4.1391	4.0925	0.1082	0.1061	0.1009	0.1258	0.1258	0.1258	53.0	53.0	53.0	random	linear	finnish
49	49	670	0	0.45	89	8.0	0	False	False	4.1617	4.1394	4.0927	0.1032	0.0986	0.1016	0.1334	0.1334	0.1334	59.0	59.0	59.0	random	linear	finnish
0	0	776	0	0.15	768	0.0	1	False	False	0.984	2.2462	2.1778	0.8081	0.6661	0.6799	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
1	0	776	0	0.15	768	0.0	1	True	False	2.7293	2.7288	2.7295	0.4571	0.4571	0.4571	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
2	0	776	0	0.15	768	0.0	1	True	True													bert	mlp	finnish
3	1	433	2	0.27	768	0.0009765625	0	False	False	0.6356	1.0919	1.0199	0.8914	0.7954	0.8012	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
4	1	433	2	0.27	768	0.0009765625	0	True	False	2.389	2.3883	2.3897	0.4956	0.4956	0.4956	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
5	1	433	2	0.27	768	0.0009765625	0	True	True													bert	mlp	finnish
6	2	310	5	0.5	768	0.0011782270808598852	0	False	False	2.7573	2.8182	2.7559	0.3932	0.3733	0.3764	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
7	2	310	5	0.5	768	0.0011782270808598852	0	True	False	3.0275	3.0274	3.0271	0.3466	0.3466	0.3466	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
8	2	310	5	0.5	768	0.0011782270808598852	0	True	True													bert	mlp	finnish
9	3	300	1	0.44	768	0.001421536311369323	0	False	False	1.4918	1.6493	1.5743	0.7511	0.7162	0.7169	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
10	3	300	1	0.44	768	0.001421536311369323	0	True	False	3.0243	3.0247	3.0249	0.3676	0.3676	0.3676	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
11	3	300	1	0.44	768	0.001421536311369323	0	True	True													bert	mlp	finnish
12	4	1009	2	0.1	768	0.0017150900003645502	0	False	False	0.6076	1.1285	1.0742	0.8864	0.7847	0.7873	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
13	4	1009	2	0.1	768	0.0017150900003645502	0	True	False	0.1733	0.173	0.1728	0.9824	0.9824	0.9824	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
14	4	1009	2	0.1	768	0.0017150900003645502	0	True	True													bert	mlp	finnish
15	5	657	3	0.5	768	0.0020692638561704995	0	False	False	1.5355	1.7443	1.6641	0.7348	0.6905	0.6856	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
16	5	657	3	0.5	768	0.0020692638561704995	0	True	False	2.9183	2.9196	2.918	0.3739	0.3739	0.3739	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
17	5	657	3	0.5	768	0.0020692638561704995	0	True	True													bert	mlp	finnish
18	6	455	2	0.49	768	0.0024965762178914648	0	False	False	1.3885	1.599	1.5046	0.7769	0.7263	0.7331	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
19	6	455	2	0.49	768	0.0024965762178914648	0	True	False	2.9417	2.9432	2.9429	0.3759	0.3759	0.3759	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
20	6	455	2	0.49	768	0.0024965762178914648	0	True	True													bert	mlp	finnish
21	7	103	1	0.44	768	0.0030121305183748843	0	False	False	1.8856	1.9679	1.8788	0.679	0.6561	0.6605	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
22	7	103	1	0.44	768	0.0030121305183748843	0	True	False	3.1318	3.1327	3.1327	0.3498	0.3498	0.3498	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
23	7	103	1	0.44	768	0.0030121305183748843	0	True	True													bert	mlp	finnish
24	8	203	4	0.05	768	0.0036341491177818244	0	False	False	0.9269	1.5104	1.4347	0.8247	0.7186	0.7255	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
25	8	203	4	0.05	768	0.0036341491177818244	0	True	False	2.0746	2.0751	2.0745	0.5209	0.5209	0.5209	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
26	8	203	4	0.05	768	0.0036341491177818244	0	True	True													bert	mlp	finnish
27	9	150	4	0.02	768	0.004384617376208487	0	False	False	0.8976	1.4483	1.3712	0.8289	0.7248	0.7267	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
28	9	150	4	0.02	768	0.004384617376208487	0	True	False	2.0501	2.0496	2.0514	0.5247	0.5247	0.5247	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
29	9	150	4	0.02	768	0.004384617376208487	0	True	True													bert	mlp	finnish
30	10	72	3	0.23	768	0.005290060730222237	0	False	False	1.7269	1.8638	1.7911	0.6783	0.6415	0.6438	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
31	10	72	3	0.23	768	0.005290060730222237	0	True	False	2.8997	2.8995	2.8984	0.3751	0.3751	0.3751	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
32	10	72	3	0.23	768	0.005290060730222237	0	True	True													bert	mlp	finnish
33	11	467	3	0.31	768	0.006382482239223045	0	False	False	0.8092	1.2366	1.1525	0.8642	0.7762	0.7803	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
34	11	467	3	0.31	768	0.006382482239223045	0	True	False	2.527	2.5289	2.5286	0.4434	0.4434	0.4434	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
35	11	467	3	0.31	768	0.006382482239223045	0	True	True													bert	mlp	finnish
36	12	377	0	0.37	768	0.007700493739376463	0	False	False	1.5611	2.436	2.4158	0.7035	0.6192	0.6237	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
37	12	377	0	0.37	768	0.007700493739376463	0	True	False	3.4044	3.4059	3.4104	0.3708	0.3708	0.3708	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
38	12	377	0	0.37	768	0.007700493739376463	0	True	True													bert	mlp	finnish
39	13	436	2	0.25	768	0.009290680585958758	0	False	False	0.5966	1.0862	1.0148	0.8977	0.802	0.8032	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
40	13	436	2	0.25	768	0.009290680585958758	0	True	False	2.3529	2.3513	2.3525	0.5092	0.5092	0.5092	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
41	13	436	2	0.25	768	0.009290680585958758	0	True	True													bert	mlp	finnish
42	14	382	2	0.41	768	0.011209248221179687	0	False	False	1.0968	1.3527	1.268	0.8179	0.7635	0.7659	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
43	14	382	2	0.41	768	0.011209248221179687	0	True	False	2.8756	2.8751	2.8767	0.3843	0.3843	0.3843	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
44	14	382	2	0.41	768	0.011209248221179687	0	True	True													bert	mlp	finnish
45	15	326	3	0.09	768	0.01352400876572098	0	False	False	0.4568	1.1847	1.1468	0.9214	0.7905	0.7926	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
46	15	326	3	0.09	768	0.01352400876572098	0	True	False	1.7099	1.7102	1.7101	0.6655	0.6655	0.6655	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
47	15	326	3	0.09	768	0.01352400876572098	0	True	True													bert	mlp	finnish
48	16	326	2	0.02	768	0.01631677785042834	0	False	False	0.735	1.2215	1.1536	0.8563	0.7683	0.7704	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
49	16	326	2	0.02	768	0.01631677785042834	0	True	False	0.3379	0.3378	0.3381	0.9488	0.9488	0.9488	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
50	16	326	2	0.02	768	0.01631677785042834	0	True	True													bert	mlp	finnish
51	17	247	2	0.15	768	0.01968626640460739	0	False	False	0.6482	1.1006	1.0317	0.8833	0.7942	0.7986	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
52	17	247	2	0.15	768	0.01968626640460739	0	True	False	2.2655	2.2641	2.2651	0.5297	0.5297	0.5297	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
53	17	247	2	0.15	768	0.01968626640460739	0	True	True													bert	mlp	finnish
54	18	179	1	0.01	768	0.02375156961170491	0	False	False	0.8687	1.2924	1.2542	0.825	0.7458	0.7449	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
55	18	179	1	0.01	768	0.02375156961170491	0	True	False	0.996	0.9966	0.9967	0.8076	0.8076	0.8076	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
56	18	179	1	0.01	768	0.02375156961170491	0	True	True													bert	mlp	finnish
57	19	137	5	0.3	768	0.028656376350145975	0	False	False	2.7294	2.8087	2.7509	0.3607	0.3474	0.3509	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
58	19	137	5	0.3	768	0.028656376350145975	0	True	False	2.931	2.932	2.9329	0.3612	0.3612	0.3612	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
59	19	137	5	0.3	768	0.028656376350145975	0	True	True													bert	mlp	finnish
60	20	786	2	0.24	768	0.03457404790277603	0	False	False	0.5646	1.0753	1.0166	0.9052	0.8038	0.8008	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
61	20	786	2	0.24	768	0.03457404790277603	0	True	False	1.7472	1.7484	1.7485	0.6889	0.6889	0.6889	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
62	20	786	2	0.24	768	0.03457404790277603	0	True	True	2.4673	2.4684	2.467	0.592	0.592	0.592	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
63	21	410	1	0.49	768	0.04171374544281356	0	False	False	1.7753	1.8969	1.8054	0.7084	0.6757	0.6831	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
64	21	410	1	0.49	768	0.04171374544281356	0	True	False	3.0741	3.0749	3.0748	0.3633	0.3633	0.3633	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
65	21	410	1	0.49	768	0.04171374544281356	0	True	True	4.0623	4.0627	4.0627	0.1204	0.1204	0.1204	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
66	22	388	0	0.48	768	0.0503278228734142	0	False	False	1.9555	2.6292	2.6006	0.6405	0.5745	0.5872	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
67	22	388	0	0.48	768	0.0503278228734142	0	True	False	3.5811	3.5824	3.5801	0.3577	0.3577	0.3577	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
68	22	388	0	0.48	768	0.0503278228734142	0	True	True	4.1924	4.1929	4.1899	0.1973	0.1973	0.1973	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
69	23	38	2	0.4	768	0.06072074632210035	0	False	False	2.2989	2.3283	2.2556	0.5872	0.5725	0.5744	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
70	23	38	2	0.4	768	0.06072074632210035	0	True	False	3.0975	3.098	3.0989	0.3551	0.3551	0.3551	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
71	23	38	2	0.4	768	0.06072074632210035	0	True	True	4.1117	4.1104	4.1114	0.1161	0.1161	0.1161	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
72	24	467	2	0.11	768	0.07325985555120318	0	False	False	0.6131	1.1097	1.0647	0.8853	0.7867	0.788	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
73	24	467	2	0.11	768	0.07325985555120318	0	True	False	1.0095	1.0094	1.0099	0.851	0.851	0.851	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
74	24	467	2	0.11	768	0.07325985555120318	0	True	True	1.4763	1.4764	1.476	0.7855	0.7855	0.7855	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
75	25	176	4	0.05	768	0.08838834764831845	0	False	False	0.7142	1.4243	1.3484	0.8736	0.7415	0.7428	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
76	25	176	4	0.05	768	0.08838834764831845	0	True	False	2.2186	2.2166	2.2188	0.484	0.484	0.484	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
77	25	176	4	0.05	768	0.08838834764831845	0	True	True	2.8648	2.8641	2.8653	0.4298	0.4298	0.4298	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
78	26	57	4	0.0	768	0.10664094190766783	0	False	False	1.2879	1.7422	1.7026	0.7435	0.6669	0.6625	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
79	26	57	4	0.0	768	0.10664094190766783	0	True	False	2.4806	2.4773	2.4804	0.4372	0.4372	0.4372	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
80	26	57	4	0.0	768	0.10664094190766783	0	True	True	3.4028	3.4015	3.4021	0.3088	0.3088	0.3088	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
81	27	968	3	0.22	768	0.12866277958043645	0	False	False	0.5214	1.1369	1.0634	0.9152	0.7916	0.7982	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
82	27	968	3	0.22	768	0.12866277958043645	0	True	False	1.6976	1.6984	1.7005	0.6904	0.6904	0.6904	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
83	27	968	3	0.22	768	0.12866277958043645	0	True	True	2.1348	2.1342	2.1374	0.6167	0.6167	0.6167	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
84	28	268	4	0.37	768	0.15523222650918542	0	False	False	1.6957	1.8841	1.8074	0.695	0.6537	0.6476	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
85	28	268	4	0.37	768	0.15523222650918542	0	True	False	2.8911	2.8905	2.8883	0.3796	0.3796	0.3796	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
86	28	268	4	0.37	768	0.15523222650918542	0	True	True	4.1083	4.1062	4.1072	0.1167	0.1167	0.1167	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
87	29	270	0	0.04	768	0.1872883846095852	0	False	False	0.6385	2.1923	2.1183	0.8673	0.6809	0.6818	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
88	29	270	0	0.04	768	0.1872883846095852	0	True	False	2.0567	2.0581	2.056	0.5684	0.5684	0.5684	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
89	29	270	0	0.04	768	0.1872883846095852	0	True	True	2.5632	2.5641	2.5624	0.4972	0.4972	0.4972	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
90	30	596	0	0.43	768	0.22596428459777515	0	False	False	1.7785	2.5369	2.5031	0.668	0.5921	0.5995	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
91	30	596	0	0.43	768	0.22596428459777515	0	True	False	3.4738	3.4756	3.4744	0.3584	0.3584	0.3584	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
92	30	596	0	0.43	768	0.22596428459777515	0	True	True	4.1274	4.1286	4.1272	0.2081	0.2081	0.2081	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
93	31	694	3	0.18	768	0.2726269331663144	0	False	False	0.4197	1.1353	1.081	0.9314	0.797	0.7998	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
94	31	694	3	0.18	768	0.2726269331663144	0	True	False	1.7167	1.7194	1.7178	0.6832	0.6832	0.6832	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
95	31	694	3	0.18	768	0.2726269331663144	0	True	True	2.2498	2.2487	2.2496	0.6173	0.6173	0.6173	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
96	32	837	4	0.09	768	0.32892563008340914	0	False	False	0.4317	1.3307	1.2763	0.9277	0.77	0.7716	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
97	32	837	4	0.09	768	0.32892563008340914	0	True	False	0.5546	0.5551	0.5543	0.9288	0.9288	0.9288	0.0	0.0	0.0	0.0	0.0	0.0	bert	mlp	finnish
