	run	hidden_size	nlayers	dropout	embedding_size	alpha	max_rank	shuffle_labels	shuffle_input	train_loss	dev_loss	test_loss	train_acc	dev_acc	test_acc	train_norm	dev_norm	test_norm	train_rank	dev_rank	test_rank	representation	model	language
101	33	487	0	0.14	768	0.3968502629920497	0	True	True	7.5065	7.5051	7.5074	0.2626	0.2626	0.2626	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
102	34	418	5	0.37	768	0.4788016403492869	0	False	False	1.5699	1.5316	1.5445	0.7391	0.7506	0.7589	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
103	34	418	5	0.37	768	0.4788016403492869	0	True	False	2.9079	2.9077	2.9092	0.3817	0.3817	0.3817	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
104	34	418	5	0.37	768	0.4788016403492869	0	True	True	4.4133	4.4136	4.413	0.1736	0.1736	0.1736	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
105	35	407	5	0.35000000000000003	768	0.577676348436136	0	False	False	1.5738	1.5534	1.5771	0.7314	0.7456	0.7512	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
106	35	407	5	0.35000000000000003	768	0.577676348436136	0	True	False	2.9252	2.9245	2.9229	0.3792	0.3792	0.3792	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
107	35	407	5	0.35000000000000003	768	0.577676348436136	0	True	True	4.4445	4.4438	4.444	0.137	0.137	0.137	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
108	36	657	2	0.11	768	0.6969691317244994	0	False	False	0.3575	0.7123	0.7066	0.9389	0.884	0.8798	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
109	36	657	2	0.11	768	0.6969691317244994	0	True	False	0.8435	0.8437	0.8439	0.8534	0.8534	0.8534	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
110	36	657	2	0.11	768	0.6969691317244994	0	True	True	1.846	1.8461	1.8477	0.7339	0.7339	0.7339	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
111	37	442	1	0.41	768	0.8408964152537145	0	False	False	0.9007	0.9593	0.9551	0.8709	0.8529	0.8498	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
112	37	442	1	0.41	768	0.8408964152537145	0	True	False	3.0169	3.0187	3.0177	0.3684	0.3684	0.3684	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
113	37	442	1	0.41	768	0.8408964152537145	0	True	True	4.442	4.4391	4.4413	0.1521	0.1521	0.1521	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
114	38	398	4	0.23	768	1.0145453349375229	0	False	False	0.5859	0.8863	0.8914	0.9164	0.8673	0.8649	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
115	38	398	4	0.23	768	1.0145453349375229	0	True	False	2.6706	2.6705	2.6714	0.4283	0.4283	0.4283	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
116	38	398	4	0.23	768	1.0145453349375229	0	True	True	4.4089	4.4084	4.4076	0.1682	0.1682	0.1682	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
117	39	369	4	0.29	768	1.2240535433046549	0	False	False	0.7437	0.9598	0.954	0.8955	0.8551	0.8575	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
118	39	369	4	0.29	768	1.2240535433046549	0	True	False	2.8102	2.8109	2.8115	0.3918	0.3918	0.3918	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
119	39	369	4	0.29	768	1.2240535433046549	0	True	True	4.4067	4.4049	4.408	0.1595	0.1595	0.1595	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
120	40	75	4	0.33	768	1.4768261459394991	0	False	False	2.4818	2.2485	2.2393	0.4721	0.5076	0.5299	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
121	40	75	4	0.33	768	1.4768261459394991	0	True	False	3.0043	3.0047	3.0046	0.3705	0.3705	0.3705	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
122	40	75	4	0.33	768	1.4768261459394991	0	True	True	4.417	4.4163	4.4139	0.1827	0.1827	0.1827	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
123	41	179	0	0.02	768	1.7817974362806772	0	False	False	1.4731	6.9702	6.5244	0.9098	0.7955	0.7982	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
124	41	179	0	0.02	768	1.7817974362806772	0	True	False	4.6444	4.6459	4.6473	0.5722	0.5722	0.5722	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
125	41	179	0	0.02	768	1.7817974362806772	0	True	True	6.4551	6.4592	6.456	0.3398	0.3398	0.3398	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
126	42	442	4	0.19	768	2.1497466798413916	0	False	False	0.4565	0.8343	0.8278	0.9352	0.8719	0.871	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
127	42	442	4	0.19	768	2.1497466798413916	0	True	False	2.5064	2.5066	2.5063	0.4725	0.4725	0.4725	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
128	42	442	4	0.19	768	2.1497466798413916	0	True	True	3.555	3.5543	3.5527	0.4187	0.4187	0.4187	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
129	43	111	1	0.22	768	2.5936791093020197	0	False	False	0.6114	0.7741	0.7685	0.903	0.8696	0.8709	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
130	43	111	1	0.22	768	2.5936791093020197	0	True	False	2.9608	2.9612	2.9605	0.3831	0.3831	0.3831	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
131	43	111	1	0.22	768	2.5936791093020197	0	True	True	4.403	4.4018	4.4025	0.1883	0.1883	0.1883	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
132	44	242	1	0.45	768	3.1292855968155457	0	False	False	1.2416	1.2026	1.1987	0.8179	0.8172	0.8177	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
133	44	242	1	0.45	768	3.1292855968155457	0	True	False	3.0141	3.0148	3.0142	0.3673	0.3673	0.3673	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
134	44	242	1	0.45	768	3.1292855968155457	0	True	True	4.4485	4.4472	4.448	0.1492	0.1492	0.1492	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
135	45	107	3	0.21	768	3.775497250726772	0	False	False	0.8986	1.0147	1.0099	0.8634	0.84	0.8407	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
136	45	107	3	0.21	768	3.775497250726772	0	True	False	2.9166	2.9165	2.9173	0.381	0.381	0.381	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
137	45	107	3	0.21	768	3.775497250726772	0	True	True	4.3706	4.3696	4.3693	0.1991	0.1991	0.1991	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
138	46	150	2	0.2	768	4.555154539026766	0	False	False	0.5311	0.7401	0.7297	0.9133	0.8784	0.8754	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
139	46	150	2	0.2	768	4.555154539026766	0	True	False	2.8212	2.8205	2.8215	0.3999	0.3999	0.3999	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
140	46	150	2	0.2	768	4.555154539026766	0	True	True	4.1461	4.1441	4.147	0.3014	0.3014	0.3014	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
141	47	38	1	0.2	768	5.495814589832351	0	False	False	0.9086	0.9655	0.9546	0.848	0.8313	0.8352	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
142	47	38	1	0.2	768	5.495814589832351	0	True	False	3.0146	3.0145	3.0143	0.3703	0.3703	0.3703	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
143	47	38	1	0.2	768	5.495814589832351	0	True	True	4.409	4.4091	4.4091	0.1842	0.1842	0.1842	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
144	48	248	1	0.49	768	6.6307252030723465	0	False	False	1.4229	1.3459	1.3376	0.787	0.7892	0.7954	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
145	48	248	1	0.49	768	6.6307252030723465	0	True	False	3.0402	3.0405	3.0417	0.3577	0.3577	0.3577	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
146	48	248	1	0.49	768	6.6307252030723465	0	True	True	4.4426	4.4437	4.4441	0.1493	0.1493	0.1493	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
147	49	670	0	0.45	768	8.0	0	False	False	4.2748	7.1259	6.6449	0.8365	0.7824	0.7918	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
148	49	670	0	0.45	768	8.0	0	True	False	9.4512	9.4504	9.4525	0.3438	0.3438	0.3438	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
149	49	670	0	0.45	768	8.0	0	True	True	9.1303	9.1258	9.1306	0.1852	0.1852	0.1852	0.0	0.0	0.0	0.0	0.0	0.0	albert	mlp	english
0	0	776	0	0.15	768	0.0	1	False	False	0.6466	1.1523	1.1468	0.8968	0.7949	0.8012	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
1	0	776	0	0.15	768	0.0	1	True	False	2.0655	2.066	2.0647	0.6236	0.6236	0.6236	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
2	0	776	0	0.15	768	0.0	1	True	True													roberta	mlp	english
3	1	433	2	0.27	768	0.0009765625	0	False	False	0.4383	0.8239	0.8244	0.9347	0.8591	0.8613	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
4	1	433	2	0.27	768	0.0009765625	0	True	False	2.3323	2.3321	2.3324	0.5656	0.5656	0.5656	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
5	1	433	2	0.27	768	0.0009765625	0	True	True													roberta	mlp	english
6	2	310	5	0.5	768	0.0011782270808598852	0	False	False	2.3948	2.2546	2.2544	0.485	0.515	0.5303	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
7	2	310	5	0.5	768	0.0011782270808598852	0	True	False	2.9959	2.9939	2.9953	0.3653	0.3653	0.3653	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
8	2	310	5	0.5	768	0.0011782270808598852	0	True	True													roberta	mlp	english
9	3	300	1	0.44	768	0.001421536311369323	0	False	False	0.8633	1.0092	1.0167	0.8814	0.8377	0.8372	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
10	3	300	1	0.44	768	0.001421536311369323	0	True	False	2.9013	2.9013	2.9018	0.4251	0.4251	0.4251	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
11	3	300	1	0.44	768	0.001421536311369323	0	True	True													roberta	mlp	english
12	4	1009	2	0.1	768	0.0017150900003645502	0	False	False	0.3744	0.8388	0.8532	0.9412	0.8506	0.8515	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
13	4	1009	2	0.1	768	0.0017150900003645502	0	True	False	0.086	0.0861	0.0862	0.9682	0.9682	0.9682	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
14	4	1009	2	0.1	768	0.0017150900003645502	0	True	True													roberta	mlp	english
15	5	657	3	0.5	768	0.0020692638561704995	0	False	False	0.9628	1.0934	1.1082	0.8584	0.8255	0.8278	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
16	5	657	3	0.5	768	0.0020692638561704995	0	True	False	2.8942	2.8925	2.8925	0.3897	0.3897	0.3897	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
17	5	657	3	0.5	768	0.0020692638561704995	0	True	True													roberta	mlp	english
18	6	455	2	0.49	768	0.0024965762178914648	0	False	False	0.9353	1.0344	1.0361	0.8572	0.828	0.8325	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
19	6	455	2	0.49	768	0.0024965762178914648	0	True	False	2.9468	2.9469	2.946	0.3841	0.3841	0.3841	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
20	6	455	2	0.49	768	0.0024965762178914648	0	True	True													roberta	mlp	english
21	7	103	1	0.44	768	0.0030121305183748843	0	False	False	1.2664	1.2664	1.2661	0.8188	0.799	0.8051	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
22	7	103	1	0.44	768	0.0030121305183748843	0	True	False	3.0603	3.0616	3.0629	0.3736	0.3736	0.3736	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
23	7	103	1	0.44	768	0.0030121305183748843	0	True	True													roberta	mlp	english
24	8	203	4	0.05	768	0.0036341491177818244	0	False	False	0.641	1.1714	1.1936	0.898	0.801	0.8074	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
25	8	203	4	0.05	768	0.0036341491177818244	0	True	False	1.962	1.9604	1.9623	0.6061	0.6061	0.6061	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
26	8	203	4	0.05	768	0.0036341491177818244	0	True	True													roberta	mlp	english
27	9	150	4	0.02	768	0.004384617376208487	0	False	False	0.8873	1.2175	1.2333	0.8452	0.7782	0.7864	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
28	9	150	4	0.02	768	0.004384617376208487	0	True	False	1.9646	1.9633	1.9653	0.594	0.594	0.594	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
29	9	150	4	0.02	768	0.004384617376208487	0	True	True													roberta	mlp	english
30	10	72	3	0.23	768	0.005290060730222237	0	False	False	1.3235	1.367	1.3805	0.7906	0.7699	0.7773	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
31	10	72	3	0.23	768	0.005290060730222237	0	True	False	2.8897	2.8901	2.8882	0.3797	0.3797	0.3797	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
32	10	72	3	0.23	768	0.005290060730222237	0	True	True													roberta	mlp	english
33	11	467	3	0.31	768	0.006382482239223045	0	False	False	0.5883	0.9276	0.9202	0.9121	0.8439	0.8504	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
34	11	467	3	0.31	768	0.006382482239223045	0	True	False	2.5793	2.5782	2.5785	0.4722	0.4722	0.4722	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
35	11	467	3	0.31	768	0.006382482239223045	0	True	True													roberta	mlp	english
36	12	377	0	0.37	768	0.007700493739376463	0	False	False	0.7228	1.2189	1.2126	0.8807	0.7875	0.7965	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
37	12	377	0	0.37	768	0.007700493739376463	0	True	False	2.7464	2.7446	2.7461	0.4823	0.4823	0.4823	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
38	12	377	0	0.37	768	0.007700493739376463	0	True	True													roberta	mlp	english
39	13	436	2	0.25	768	0.009290680585958758	0	False	False	0.3883	0.8153	0.8221	0.9434	0.8602	0.8618	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
40	13	436	2	0.25	768	0.009290680585958758	0	True	False	2.2485	2.2492	2.2471	0.5942	0.5942	0.5942	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
41	13	436	2	0.25	768	0.009290680585958758	0	True	True													roberta	mlp	english
42	14	382	2	0.41	768	0.011209248221179687	0	False	False	0.7129	0.9189	0.9186	0.893	0.8452	0.8488	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
43	14	382	2	0.41	768	0.011209248221179687	0	True	False	2.7845	2.7831	2.7839	0.4289	0.4289	0.4289	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
44	14	382	2	0.41	768	0.011209248221179687	0	True	True													roberta	mlp	english
45	15	326	3	0.09	768	0.01352400876572098	0	False	False	0.3946	0.9869	1.0142	0.9407	0.8353	0.8378	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
46	15	326	3	0.09	768	0.01352400876572098	0	True	False	1.5838	1.5838	1.5836	0.7261	0.7261	0.7261	0.0	0.0	0.0	0.0	0.0	0.0	roberta	mlp	english
47	15	326	3	0.09	768	0.01352400876572098	0	True	True													roberta	mlp	english
